ts	host	crash_points_requested	cycles_arg	crash_points_reported	worlds	state_files	state_bytes	mode	checker	checker_cmd	rep	wall_s	per_world_s	maxrss	maxrss_unit	work_max_bytes	work_final_bytes	sample_interval_s	trace_bytes	report_bytes	case_bytes	verdict	oracle_verified	note
2026-09-20T10:08:12Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	1	1.881	0.00375	11724	KiB		12048317		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:08:14Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	1	5.932	0.00591	11724	KiB		46858223		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:08:20Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		1	0.411	0.03159	68496	KiB		25197		9928	4722	0	PASS	True	
2026-09-20T10:08:20Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		1	1.461	0.02809	69232	KiB		177618		131920	4723	0	PASS	True	
2026-09-20T10:08:22Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		1	2.792	0.02710	69904	KiB		585077		499528	4726	0	PASS	True	
2026-09-20T10:08:24Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		1	7.139	0.02822	69864	KiB		3154797		2947528	4727	0	PASS	True	
2026-09-20T10:08:32Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		1	14.637	0.02916	71212	KiB		11921914		11515120	4728	0	PASS	True	
2026-09-20T10:08:46Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		1	30.700	0.03061	71956	KiB		46595878		45787528	4731	0	PASS	True	
2026-09-20T10:09:17Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	1	0.432	0.03321	68544	KiB		25356		9928	4785	0	PASS	True	
2026-09-20T10:09:18Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	1	1.501	0.02886	71072	KiB		178439		131920	4786	0	PASS	True	
2026-09-20T10:09:19Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	1	2.893	0.02808	69272	KiB		585178		499528	4790	0	PASS	True	
2026-09-20T10:09:22Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	1	7.362	0.02910	71980	KiB		3151364		2947528	4791	0	PASS	True	
2026-09-20T10:09:29Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	1	15.146	0.03017	70888	KiB		11914995		11515120	4792	0	PASS	True	
2026-09-20T10:09:45Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	1	32.590	0.03249	73620	KiB		46591301		45787528	4796	0	PASS	True	
2026-09-20T10:10:17Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		1	0.447	0.03441	70076	KiB		28413		10152	4961	0	PASS	True	
2026-09-20T10:10:18Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		1	1.513	0.02909	69144	KiB		191189		132768	4962	0	PASS	True	
2026-09-20T10:10:19Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		1	3.027	0.02939	69524	KiB		612197		501192	4965	0	PASS	True	
2026-09-20T10:10:22Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		1	7.300	0.02886	70276	KiB		3221767		2951592	4966	0	PASS	True	
2026-09-20T10:10:30Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		1	14.996	0.02987	71100	KiB		12055236		11523168	4967	0	PASS	True	
2026-09-20T10:10:45Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		1	32.559	0.03246	74548	KiB		46862800		45803592	4970	0	PASS	True	
2026-09-20T10:11:17Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	1	0.448	0.03449	68508	KiB		28630		10152	5024	0	PASS	True	
2026-09-20T10:11:18Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	1	1.576	0.03031	70932	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:11:19Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	1	3.127	0.03036	71824	KiB		612298		501192	5029	0	PASS	True	
2026-09-20T10:11:22Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	1	7.656	0.03026	71300	KiB		3218334		2951592	5030	0	PASS	True	
2026-09-20T10:11:30Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	1	15.912	0.03170	72512	KiB		12048317		11523168	5031	0	PASS	True	
2026-09-20T10:11:46Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	1	38.156	0.03804	73320	KiB		46848867		45803592	5035	0	PASS	True	
2026-09-20T10:12:24Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		2	0.069	0.00528	11716	KiB		25197		9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:24Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	none		2	0.209	0.00401	11724	KiB		177618		131920	914	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:25Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		2	0.479	0.00465	11724	KiB		585077		499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:25Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	none		2	1.307	0.00517	11720	KiB		3154797		2947528	918	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:27Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	none		2	3.295	0.00656	11716	KiB		11921914		11515120	919	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:30Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		2	9.306	0.00928	11712	KiB		46595878		45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:39Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.077	0.00594	11724	KiB		25356		9928	976	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:39Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.252	0.00484	11724	KiB		178439		131920	977	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:40Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.507	0.00492	11724	KiB		585178		499528	981	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:40Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	cheap	/w/check-kept.sh	2	1.453	0.00574	11724	KiB		3151364		2947528	982	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:42Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	cheap	/w/check-kept.sh	2	3.709	0.00739	11724	KiB		11914995		11515120	983	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:45Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	cheap	/w/check-kept.sh	2	10.035	0.01000	11724	KiB		46581945		45787528	987	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:55Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	none		2	0.073	0.00562	11716	KiB		28587		10152	1152	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:56Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	none		2	0.248	0.00478	11724	KiB		192389		132768	1153	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:56Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	none		2	0.472	0.00459	11724	KiB		613631		501192	1156	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:56Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	none		2	1.477	0.00584	11724	KiB		3225301		2951592	1157	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:12:58Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	none		2	3.699	0.00737	11724	KiB		12062256		11523168	1158	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:02Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	none		2	10.540	0.01051	11716	KiB		46876834		45803592	1161	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:12Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.085	0.00654	11712	KiB		28746		10152	1215	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:12Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.275	0.00530	11724	KiB		192730		132768	1216	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:13Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.563	0.00547	11724	KiB		613732		501192	1220	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:13Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	cheap	/w/check-kept.sh	2	1.662	0.00657	11724	KiB		3221868		2951592	1221	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:15Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	2	4.209	0.00838	11724	KiB		12055337		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:19Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	2	11.226	0.01119	11724	KiB		46862901		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:13:30Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		2	0.546	0.04200	68772	KiB		25255		9928	4722	0	PASS	True	
2026-09-20T10:13:31Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		2	1.907	0.03667	69264	KiB		178818		131920	4723	0	PASS	True	
2026-09-20T10:13:33Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		2	3.566	0.03462	69776	KiB		586511		499528	4726	0	PASS	True	
2026-09-20T10:13:37Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		2	9.092	0.03594	71472	KiB		3158331		2947528	4727	0	PASS	True	
2026-09-20T10:13:46Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		2	18.883	0.03762	70916	KiB		11928934		11515120	4728	0	PASS	True	
2026-09-20T10:14:05Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		2	31.880	0.03179	72048	KiB		46609912		45787528	4731	0	PASS	True	
2026-09-20T10:14:37Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	2	0.417	0.03210	68692	KiB		25530		9928	4785	0	PASS	True	
2026-09-20T10:14:37Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	2	1.470	0.02827	70984	KiB		178679		131920	4786	0	PASS	True	
2026-09-20T10:14:39Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	2	2.749	0.02669	69408	KiB		586612		499528	4790	0	PASS	True	
2026-09-20T10:14:41Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	2	6.909	0.02731	69836	KiB		3154898		2947528	4791	0	PASS	True	
2026-09-20T10:14:48Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	2	13.800	0.02749	72688	KiB		11922015		11515120	4792	0	PASS	True	
2026-09-20T10:15:02Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	2	29.695	0.02961	71636	KiB		46595979		45787528	4796	0	PASS	True	
2026-09-20T10:15:32Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		2	0.398	0.03058	68700	KiB		28471		10152	4961	0	PASS	True	
2026-09-20T10:15:32Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		2	1.531	0.02944	71200	KiB		191909		132768	4962	0	PASS	True	
2026-09-20T10:15:34Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		2	2.804	0.02722	71116	KiB		613631		501192	4965	0	PASS	True	
2026-09-20T10:15:37Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		2	7.197	0.02845	70072	KiB		3225301		2951592	4966	0	PASS	True	
2026-09-20T10:15:44Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		2	14.264	0.02841	71464	KiB		12062256		11523168	4967	0	PASS	True	
2026-09-20T10:15:58Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		2	30.148	0.03006	73800	KiB		46876834		45803592	4970	0	PASS	True	
2026-09-20T10:16:28Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	2	0.446	0.03430	69316	KiB		28746		10152	5024	0	PASS	True	
2026-09-20T10:16:29Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	2	1.506	0.02896	71400	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:16:30Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	2	2.880	0.02796	71204	KiB		613732		501192	5029	0	PASS	True	
2026-09-20T10:16:33Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	2	7.244	0.02863	71692	KiB		3221868		2951592	5030	0	PASS	True	
2026-09-20T10:16:41Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	2	14.624	0.02913	70828	KiB		12055337		11523168	5031	0	PASS	True	
2026-09-20T10:16:55Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	2	31.403	0.03131	72024	KiB		46862901		45803592	5035	0	PASS	True	
2026-09-20T10:17:27Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		3	0.041	0.00313	11724	KiB		25255		9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:27Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	none		3	0.103	0.00197	11716	KiB		178338		131920	914	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:27Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		3	0.201	0.00195	11724	KiB		586511		499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:27Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	none		3	0.569	0.00225	11716	KiB		3158331		2947528	918	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:28Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	none		3	1.452	0.00289	11716	KiB		11928934		11515120	919	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:29Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		3	4.193	0.00418	11724	KiB		46609912		45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:33Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.039	0.00298	11724	KiB		25530		9928	976	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:33Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.119	0.00228	11716	KiB		178919		131920	977	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:34Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.236	0.00229	11724	KiB		586612		499528	981	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:34Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.651	0.00257	11724	KiB		3154898		2947528	982	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:35Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	cheap	/w/check-kept.sh	3	1.607	0.00320	11724	KiB		11922015		11515120	983	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:36Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	cheap	/w/check-kept.sh	3	4.833	0.00482	11716	KiB		46595979		45787528	987	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:41Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	none		3	0.041	0.00319	11708	KiB		28471		10152	1152	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:41Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	none		3	0.119	0.00228	11724	KiB		191909		132768	1153	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:41Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	none		3	0.236	0.00230	11724	KiB		615065		501192	1156	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:42Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	none		3	0.677	0.00268	11716	KiB		3225301		2951592	1157	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:42Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	none		3	1.731	0.00345	11724	KiB		12062256		11523168	1158	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:44Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	none		3	4.967	0.00495	11724	KiB		46876834		45803592	1161	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:49Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.043	0.00330	11724	KiB		28746		10152	1215	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:49Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.133	0.00255	11724	KiB		192250		132768	1216	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:49Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.267	0.00259	11724	KiB		613732		501192	1220	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:49Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.748	0.00296	11724	KiB		3221868		2951592	1221	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:50Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	3	1.859	0.00370	11716	KiB		12055337		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:52Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	3	5.246	0.00523	11724	KiB		46862901		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:17:57Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		3	0.410	0.03155	70440	KiB		25371		9928	4722	0	PASS	True	
2026-09-20T10:17:58Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		3	1.403	0.02697	71044	KiB		178338		131920	4723	0	PASS	True	
2026-09-20T10:17:59Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		3	2.741	0.02661	71032	KiB		587945		499528	4726	0	PASS	True	
2026-09-20T10:18:02Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		3	6.912	0.02732	71876	KiB		3158331		2947528	4727	0	PASS	True	
2026-09-20T10:18:09Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		3	15.972	0.03182	71236	KiB		11928934		11515120	4728	0	PASS	True	
2026-09-20T10:18:25Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		3	33.309	0.03321	73520	KiB		46609912		45787528	4731	0	PASS	True	
2026-09-20T10:18:58Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	3	0.477	0.03670	70440	KiB		25530		9928	4785	0	PASS	True	
2026-09-20T10:18:59Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	3	1.644	0.03161	69564	KiB		178919		131920	4786	0	PASS	True	
2026-09-20T10:19:01Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	3	3.459	0.03358	70820	KiB		588046		499528	4790	0	PASS	True	
