ts	host	crash_points_requested	cycles_arg	crash_points_reported	worlds	state_files	state_bytes	mode	checker	checker_cmd	rep	wall_s	per_world_s	maxrss	maxrss_unit	work_max_bytes	work_final_bytes	sample_interval_s	trace_bytes	report_bytes	case_bytes	verdict	oracle_verified	note
2026-09-20T10:26:01Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	none		1	0.039	0.00300	11724	KiB		28355		10152	1152	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:01Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	none		1	0.118	0.00228	11724	KiB		191429		132768	1153	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:01Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	none		1	0.240	0.00233	11724	KiB		612197		501192	1156	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:01Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	none		1	0.684	0.00270	11724	KiB		3221767		2951592	1157	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:02Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	none		1	1.738	0.00346	11724	KiB		12055236		11523168	1158	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:04Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	none		1	4.896	0.00488	11724	KiB		46862800		45803592	1161	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:09Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	cheap	/w/check-kept.sh	1	0.044	0.00337	11724	KiB		28572		10152	1215	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:09Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	cheap	/w/check-kept.sh	1	0.141	0.00271	11724	KiB		192010		132768	1216	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:09Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	cheap	/w/check-kept.sh	1	0.280	0.00272	11724	KiB		612298		501192	1220	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:09Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	cheap	/w/check-kept.sh	1	0.772	0.00305	11724	KiB		3220690		2951592	1221	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:10Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	1	1.871	0.00373	11724	KiB		12048317		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:12Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	1	5.256	0.00524	11724	KiB		46858223		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:26:17Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		1	0.393	0.03020	70436	KiB		25197		9928	4722	0	PASS	True	
2026-09-20T10:26:18Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		1	1.436	0.02762	71148	KiB		177618		131920	4723	0	PASS	True	
2026-09-20T10:26:19Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		1	2.791	0.02709	71328	KiB		585077		499528	4726	0	PASS	True	
2026-09-20T10:26:22Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		1	6.897	0.02726	71752	KiB		3154797		2947528	4727	0	PASS	True	
2026-09-20T10:26:29Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		1	14.455	0.02880	72568	KiB		11921914		11515120	4728	0	PASS	True	
2026-09-20T10:26:43Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		1	30.258	0.03017	72092	KiB		46595878		45787528	4731	0	PASS	True	
2026-09-20T10:27:14Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	1	0.426	0.03279	68792	KiB		25356		9928	4785	0	PASS	True	
2026-09-20T10:27:14Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	1	1.466	0.02819	69084	KiB		178439		131920	4786	0	PASS	True	
2026-09-20T10:27:16Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	1	2.930	0.02844	71472	KiB		585178		499528	4790	0	PASS	True	
2026-09-20T10:27:19Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	1	7.203	0.02847	71608	KiB		3151364		2947528	4791	0	PASS	True	
2026-09-20T10:27:26Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	1	14.555	0.02899	70908	KiB		11914995		11515120	4792	0	PASS	True	
2026-09-20T10:27:40Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	1	30.464	0.03037	71680	KiB		46591301		45787528	4796	0	PASS	True	
2026-09-20T10:28:11Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		1	0.410	0.03156	68540	KiB		28413		10152	4961	0	PASS	True	
2026-09-20T10:28:11Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		1	1.449	0.02787	70820	KiB		191189		132768	4962	0	PASS	True	
2026-09-20T10:28:13Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		1	2.905	0.02821	69568	KiB		612197		501192	4965	0	PASS	True	
2026-09-20T10:28:16Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		1	7.075	0.02796	71664	KiB		3221767		2951592	4966	0	PASS	True	
2026-09-20T10:28:23Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		1	14.727	0.02934	71292	KiB		12055236		11523168	4967	0	PASS	True	
2026-09-20T10:28:38Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		1	30.751	0.03066	74416	KiB		46862800		45803592	4970	0	PASS	True	
2026-09-20T10:29:08Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	1	0.422	0.03245	70236	KiB		28630		10152	5024	0	PASS	True	
2026-09-20T10:29:09Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	1	1.547	0.02974	69384	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:29:10Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	1	2.996	0.02908	69820	KiB		612298		501192	5029	0	PASS	True	
2026-09-20T10:29:13Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	1	7.372	0.02914	69768	KiB		3218334		2951592	5030	0	PASS	True	
2026-09-20T10:29:21Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	1	14.991	0.02986	73052	KiB		12048317		11523168	5031	0	PASS	True	
2026-09-20T10:29:36Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	1	32.203	0.03211	74756	KiB		46848867		45803592	5035	0	PASS	True	
2026-09-20T10:30:08Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		2	0.035	0.00266	11724	KiB		25197		9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:08Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	none		2	0.103	0.00199	11724	KiB		177618		131920	914	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:08Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		2	0.203	0.00197	11724	KiB		585077		499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:09Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	none		2	0.582	0.00230	11724	KiB		3154797		2947528	918	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:09Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	none		2	1.463	0.00291	11724	KiB		11921914		11515120	919	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:11Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		2	4.170	0.00416	11724	KiB		46595878		45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:15Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.039	0.00302	11724	KiB		25356		9928	976	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:15Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.122	0.00234	11724	KiB		178439		131920	977	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:15Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.238	0.00231	11724	KiB		585178		499528	981	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:15Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	cheap	/w/check-kept.sh	2	0.660	0.00261	11724	KiB		3151364		2947528	982	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:16Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	cheap	/w/check-kept.sh	2	1.634	0.00325	11712	KiB		11914995		11515120	983	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:18Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	cheap	/w/check-kept.sh	2	4.490	0.00448	11724	KiB		46581945		45787528	987	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:22Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	none		2	0.040	0.00307	11724	KiB		28587		10152	1152	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:22Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	none		2	0.120	0.00230	11724	KiB		192389		132768	1153	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:22Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	none		2	0.237	0.00231	11724	KiB		613631		501192	1156	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:23Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	none		2	0.686	0.00271	11724	KiB		3225301		2951592	1157	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:23Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	none		2	1.721	0.00343	11724	KiB		12062256		11523168	1158	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:25Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	none		2	4.980	0.00497	11724	KiB		46876834		45803592	1161	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:30Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.044	0.00336	11724	KiB		28746		10152	1215	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:30Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.136	0.00261	11716	KiB		192730		132768	1216	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:30Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.270	0.00262	11724	KiB		613732		501192	1220	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:31Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	cheap	/w/check-kept.sh	2	0.764	0.00302	11724	KiB		3221868		2951592	1221	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:31Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	2	1.893	0.00377	11708	KiB		12055337		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:33Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	2	5.298	0.00528	11724	KiB		46862901		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:30:39Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		2	0.395	0.03037	68536	KiB		25255		9928	4722	0	PASS	True	
2026-09-20T10:30:39Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		2	1.433	0.02756	71020	KiB		178818		131920	4723	0	PASS	True	
2026-09-20T10:30:41Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		2	2.726	0.02647	69364	KiB		586511		499528	4726	0	PASS	True	
2026-09-20T10:30:43Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		2	6.848	0.02707	71900	KiB		3158331		2947528	4727	0	PASS	True	
2026-09-20T10:30:50Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		2	14.152	0.02819	73424	KiB		11928934		11515120	4728	0	PASS	True	
2026-09-20T10:31:04Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		2	30.057	0.02997	74124	KiB		46609912		45787528	4731	0	PASS	True	
2026-09-20T10:31:35Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	2	0.424	0.03261	69236	KiB		25530		9928	4785	0	PASS	True	
2026-09-20T10:31:35Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	2	1.484	0.02853	69564	KiB		178679		131920	4786	0	PASS	True	
2026-09-20T10:31:37Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	2	2.780	0.02699	69932	KiB		586612		499528	4790	0	PASS	True	
2026-09-20T10:31:39Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	2	7.068	0.02794	69824	KiB		3154898		2947528	4791	0	PASS	True	
2026-09-20T10:31:46Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	2	14.649	0.02918	72740	KiB		11922015		11515120	4792	0	PASS	True	
2026-09-20T10:32:01Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	2	30.724	0.03063	73612	KiB		46595979		45787528	4796	0	PASS	True	
2026-09-20T10:32:32Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		2	0.432	0.03321	68500	KiB		28471		10152	4961	0	PASS	True	
2026-09-20T10:32:32Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		2	1.452	0.02792	71092	KiB		191909		132768	4962	0	PASS	True	
2026-09-20T10:32:34Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		2	2.880	0.02796	71352	KiB		613631		501192	4965	0	PASS	True	
2026-09-20T10:32:37Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		2	7.086	0.02801	71908	KiB		3225301		2951592	4966	0	PASS	True	
2026-09-20T10:32:44Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		2	14.720	0.02932	71504	KiB		12062256		11523168	4967	0	PASS	True	
2026-09-20T10:32:59Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		2	30.999	0.03091	73452	KiB		46876834		45803592	4970	0	PASS	True	
2026-09-20T10:33:30Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	2	0.432	0.03323	70236	KiB		28746		10152	5024	0	PASS	True	
2026-09-20T10:33:30Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	2	1.505	0.02894	69112	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:33:32Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	2	2.966	0.02880	69356	KiB		613732		501192	5029	0	PASS	True	
2026-09-20T10:33:35Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	2	7.094	0.02804	70028	KiB		3221868		2951592	5030	0	PASS	True	
2026-09-20T10:33:42Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	2	15.081	0.03004	72856	KiB		12055337		11523168	5031	0	PASS	True	
2026-09-20T10:33:57Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	2	31.561	0.03147	73708	KiB		46862901		45803592	5035	0	PASS	True	
2026-09-20T10:34:28Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		3	0.035	0.00267	11724	KiB		25255		9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:29Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	none		3	0.103	0.00198	11708	KiB		178338		131920	914	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:29Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		3	0.204	0.00198	11724	KiB		586511		499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:29Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	none		3	0.579	0.00229	11724	KiB		3158331		2947528	918	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:30Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	none		3	1.460	0.00291	11724	KiB		11928934		11515120	919	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:31Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		3	4.206	0.00419	11712	KiB		46609912		45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:35Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.041	0.00319	11724	KiB		25530		9928	976	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:35Z	Linux-aarch64	50	17	51	52	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.119	0.00230	11724	KiB		178919		131920	977	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:35Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.237	0.00230	11720	KiB		586612		499528	981	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:36Z	Linux-aarch64	250	84	252	253	0	1024	wrappers	cheap	/w/check-kept.sh	3	0.659	0.00260	11724	KiB		3154898		2947528	982	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:36Z	Linux-aarch64	500	167	501	502	0	1024	wrappers	cheap	/w/check-kept.sh	3	1.625	0.00324	11724	KiB		11922015		11515120	983	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:38Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	cheap	/w/check-kept.sh	3	4.492	0.00448	11724	KiB		46595979		45787528	987	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:43Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	none		3	0.039	0.00298	11720	KiB		28471		10152	1152	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:43Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	none		3	0.120	0.00231	11724	KiB		191909		132768	1153	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:43Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	none		3	0.233	0.00227	11724	KiB		615065		501192	1156	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:43Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	none		3	0.680	0.00269	11716	KiB		3225301		2951592	1157	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:44Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	none		3	1.725	0.00344	11720	KiB		12062256		11523168	1158	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:46Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	none		3	4.986	0.00497	11720	KiB		46876834		45803592	1161	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:51Z	Linux-aarch64	10	4	12	13	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.043	0.00331	11724	KiB		28746		10152	1215	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:51Z	Linux-aarch64	50	17	51	52	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.136	0.00262	11724	KiB		192250		132768	1216	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:51Z	Linux-aarch64	100	34	102	103	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.266	0.00259	11724	KiB		613732		501192	1220	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:51Z	Linux-aarch64	250	84	252	253	0	1024	syscalls	cheap	/w/check-kept.sh	3	0.759	0.00300	11724	KiB		3221868		2951592	1221	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:52Z	Linux-aarch64	500	167	501	502	0	1024	syscalls	cheap	/w/check-kept.sh	3	1.876	0.00374	11724	KiB		12055337		11523168	1222	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:54Z	Linux-aarch64	1000	334	1002	1003	0	1024	syscalls	cheap	/w/check-kept.sh	3	5.286	0.00527	11724	KiB		46862901		45803592	1226	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own
2026-09-20T10:34:59Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		3	0.390	0.02996	70156	KiB		25371		9928	4722	0	PASS	True	
2026-09-20T10:34:59Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	none		3	1.401	0.02694	70932	KiB		178338		131920	4723	0	PASS	True	
2026-09-20T10:35:01Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		3	2.779	0.02698	69364	KiB		587945		499528	4726	0	PASS	True	
2026-09-20T10:35:04Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	none		3	6.799	0.02687	70012	KiB		3158331		2947528	4727	0	PASS	True	
2026-09-20T10:35:11Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	none		3	13.953	0.02780	71108	KiB		11928934		11515120	4728	0	PASS	True	
2026-09-20T10:35:25Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		3	29.661	0.02957	73704	KiB		46609912		45787528	4731	0	PASS	True	
2026-09-20T10:35:54Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	cheap	/w/check-kept.sh	3	0.413	0.03177	68804	KiB		25530		9928	4785	0	PASS	True	
2026-09-20T10:35:55Z	Linux-aarch64	50	17	51	52	200	102400	wrappers	cheap	/w/check-kept.sh	3	1.492	0.02870	70988	KiB		178919		131920	4786	0	PASS	True	
2026-09-20T10:35:56Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	cheap	/w/check-kept.sh	3	2.897	0.02813	69672	KiB		588046		499528	4790	0	PASS	True	
